Frequency Output,Frequency Input,FCC Callsign,Agency/Category,Description,Alpha Tag,PL Tone,Mode,Class Station Code,Tag
461.562500,466.56250,WQAT722,Philadelphia Intl Airport Airport Services,SmartPark,SmartPark,162.2 PL,FMN,RM,Business
461.600000,467.60000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 16  Emergency Repeater,Emergency,,DMR,RM,Business
461.600000,0.00000, ,  Commpaths,Site 002 Philadelphia,,,NXDN,,TRS
461.637500,466.63750,WPUI957,Philadelphia University,Maintenance Operations,PhilaU Mntc,306 DPL,FMN,RM,Business
461.662500,0.00000, ,  Sugarhouse Casino,Site 001 Site 1,,,NXDN,,TRS
461.662500,0.00000,WQDY324,Businesses Calvary Chapel of Philadelphia,Channel 2,CCOP-CH 2,218.1 PL,FMN,M,Business
461.700000,466.70000,WPDA593,Businesses Medical  Hospitals,Jefferson University Hospital  Wills Eye  Security,JUH Security,CC 1|TG 1000|SL 1,DMR,RM,Security
461.750000,466.75000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 6  Premium Services,Premium Svcs,351 DPL,FM,RM,Business
461.800000,466.80000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 3  Event Staff,Event Staff,654 DPL,FM,RM,Business
461.850000,466.85000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 1  Park Operations  Public Security Slot 1 Group 11,Park Ops/Sec,CC 1|TG *|SL *,DMR,RM,Security
461.887500,466.88750,WQPD214,Philadelphia Intl Airport Airport Services,PreFlight Parking,PreFlight,223 DPL,FMN,RM,Business
461.925000,466.92500,,Businesses Medical  Hospitals,UPHS Hospital of the University of Pennsylvania HUP  Security,HUP Security,250.3 PL,FM,RM,Security
461.975000,466.97500,WPIG588,Town Watch,Citywide Townwatch Operations,Townwatch 2,,FMN,RM,Security
462.000000,467.00000,KFE659,University of Pennsylvania,Medical Emergency Medical Response Team MERT  Secondary,UPenn MERT 2,,FMN,RM,EMS-Tac
462.012500,467.01250,WQJQ989,Chestnut Hill College,Campus Security,CHC Security,CC 8|TG 101|SL 1,DMR,RM,Security
462.012500,0.00000,WPKF287,Sports StadiumsArenas Wells Fargo Center,Extra 1  76ers Game Operations,76er GameOps,,DMR,BM,Business
462.025000,0.00000,WPUX469,Philadelphia Intl Airport Airline Ground Operations,Aircraft Service International Group  US Airways BC Terminal,ASIG TermB/C,132 DPL,FM,M,Business
462.050000,467.05000,KLZ411,Drexel University,Security Dispatch  Operations,DrexelU Sec,CC 1|TG *|SL *,DMR,RM,Security
462.062500,0.00000,WPKF287,Sports StadiumsArenas Wells Fargo Center,Extra 2  Talent coordination ,Talent Coord,,DMR,BM,Business
462.125000,467.12500,WQEU894,Philadelphia Intl Airport Airport Services,First Transit  Airport Shuttle Buses,FirstTrans,565 DPL,FMN,RM,Business
462.150000,467.15000,,Businesses Medical  Hospitals,Childrens Hospital of Philadelphia CHOP  Helipad,CHOP Helipad,192.8 PL,FM,RM,Hospital
462.150000,467.15000,,Businesses Medical  Hospitals,Childrens Hospital of Philadelphia CHOP  Security,CHOP Sec,192.8 PL,FM,RM,Security
462.162500,0.00000, ,  Sugarhouse Casino,Site 001 Site 1,,,NXDN,,TRS
462.225000,467.22500,WPZX863,Philadelphia Intl Airport Airline Ground Operations,Southwest Airlines,Southwest,025 DPL,FM,RM,Business
462.500000,467.50000,WQCZ417,Philadelphia Intl Airport Airport Services,Enterprise RentACar,Enterprise,565 DPL,FMN,RM,Business
462.512500,467.51250,WPMH864,Philadelphia Intl Airport Airport Services,Parkway  Taxi Dispatch,Taxi Dispatc,743 DPL,FMN,RM,Business
462.512500,467.51250,WPXS653,Businesses Philadelphia Zoo,Operations,Philly Zoo,136.5 PL,FM,RM,Public Works
462.712500,0.00000,,Businesses Calvary Chapel of Philadelphia,Channel 9 FRS Channel 7,CCOP-CH 9,94.8 PL,FMN,M,Business
462.925000,0.00000,WQJA821,Businesses Philadelphia Zoo,Paging,PhlZooPaging,,FMN,B,Data
463.300000,468.30000,WPMP942,Town Watch,Tacony  Boulevard,Tac/Blvd TW,186.2 PL,FMN,RM,Security
463.300000,468.30000,WQBQ282,Saint Joseph University,Unknown Operations,St. Joe U 2,,FMN,RM,Schools
463.350000,468.35000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 15  Rest Association,Rest Assoc,432 DPL,FM,RM,Business
463.400000,468.40000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 13  Stores  Retail,Retail,351 DPL,FM,RM,Business
463.450000,468.45000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 2  Player Security Slot 1 Group 12,Player Sec,CC 1|TG *|SL *,DMR,RM,Security
463.462500,0.00000, ,  Sugarhouse Casino,Site 001 Site 1,,,NXDN,,TRS
463.487500,468.48750,WQTR326,Businesses Philadelphia Zoo,Keepers,PhlZooKeeprs,047 DPL,FMN,RM,Business
463.500000,468.50000,WPZX863,Philadelphia Intl Airport Airline Ground Operations,Southwest Airlines,Southwest,464 DPL,FM,RM,Business
463.537500,468.53750,WPYY887,Businesses The Philadelphian Apartment Building,Security and Maintenance Operations,PAB Ops.,50 RAN,NXDN,RM,Business
463.537500,468.53750,WQTR326,Businesses Philadelphia Zoo,Main Ops Facilities Guest Service Retail etc,PhlZoo Main,047 DPL,FMN,RM,Business
463.550000,0.00000,WPUX469,Philadelphia Intl Airport Airline Ground Operations,Aircraft Service International Group  US Airways Express F Terminal,ASIG Term F,132 DPL,FM,M,Business
463.600000,468.60000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 14  Sports Services,Sports Svcs,071 DPL,FM,RM,Business
463.612500,0.00000,,Sports StadiumsArenas Wells Fargo Center,Aramark Food Service  Club Box Level,Food Service,,DMR,BM,Business
463.625000,0.00000,WQBQ282,Saint Joseph University,Unknown Operations,St. Joe U 3,,FMN,BM,Schools
463.675000,468.67500,WPZX865,Philadelphia Intl Airport Airline Ground Operations,Southwest Airlines  Ramp,SWA Ramp,100.0 PL,FMN,RM,Business
463.712500,468.71250,WPXS653,Businesses Philadelphia Zoo,Operations,Philly Zoo,CSQ,FM,RM,Public Works
463.725000,468.72500,WPIG588,Town Watch,Citywide Townwatch Operations,Townwatch 3,,FMN,RM,Security
463.725000,468.72500,WPIG588,Town Watch,Bridsburg,Bridsburg TW,167.9 PL,FMN,RM,Security
463.737500,468.73750,WPKF287,Sports StadiumsArenas Wells Fargo Center,Operations,Operations,,DMR,RM,Business
463.837500,468.83750,WPYC747,Sports StadiumsArenas Lincoln Financial Field,The Linc ,The Linc,332 DPL,FM,RM,Business
463.862500,0.00000,WPKF287,Sports StadiumsArenas Wells Fargo Center,Arenavision techs F1,AV Techs 1,,DMR,BM,Business
463.900000,468.90000,WPKF287,Sports StadiumsArenas Wells Fargo Center,Security  Command Center,Security,,DMR,RM,Security
463.987500,468.98750,WQIB244,Philadelphia Intl Airport Airline Ground Operations,Air Wisconsin  Maintenance,AWI Maint,743 DPL,FMN,RM,Business
463.987500,0.00000,,Sports StadiumsArenas Wells Fargo Center,Aramark Food Service  Holts  Victors,Food Service,,DMR,BM,Business
464.012500,0.00000,WPKF287,Sports StadiumsArenas Wells Fargo Center,Building Services  Maintenance,Bldg Maint,,DMR,BM,Business
464.025000,0.00000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 4  VIP Parking,VIP Parking,065 DPL,FM,M,Business
464.025000,0.00000, ,  MidAtlantic Digital Radio Network,Site 018 Philadelphia,,,DMR,,TRS
464.087500,469.08750,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Security Ch 3  Repeater Primary,Security 3,,FM,RM,Security
464.100000,469.10000,WQBV358,Businesses Medical  Hospitals,Albert Einstein Medical Center  Security,AEMC Security,10 RAN,NXDN,RM,Security
464.125000,0.00000, ,  Commpaths,Site 002 Philadelphia,,,NXDN,,TRS
464.137500,0.00000,WPKF287,Sports StadiumsArenas Wells Fargo Center,Public Relations  76ers Operations Management,Public Relat,,DMR,BM,Business
464.187500,0.00000,WPKF287,Sports StadiumsArenas Wells Fargo Center,VIP  Flyers,VIP / Flyers,,DMR,BM,Business
464.300000,0.00000, ,  Commpaths,Site 002 Philadelphia,,,NXDN,,TRS
464.312500,469.31250,WPXS653,Businesses Philadelphia Zoo,Operations,Philly Zoo,CSQ,FM,RM,Public Works
464.362500,469.36250,KFE659,University of Pennsylvania,Medical Emergency Response Team MERT  Primary,UPenn MERT 1,143 DPL,FMN,RM,EMS-Tac
464.400000,0.00000,,Businesses Medical  Hospitals,Methodist Hospital,Method Hosp,,FM,RM,Hospital
464.425000,469.42500,,Southeastern Pennsylvania Transportation Authority SEPTA,1234 Market St Security,1234 Market,,FMN,RM,Security
464.500000,0.00000,WQDY324,Businesses Calvary Chapel of Philadelphia,Channel 6,CCOP-CH 6,250.3 PL,FMN,M,Business
464.550000,0.00000,WQDY324,Businesses Calvary Chapel of Philadelphia,Channel 7,CCOP-CH 7,254.1 PL,FMN,M,Business
464.575000,469.57500,WPZX863,Philadelphia Intl Airport Airline Ground Operations,Southwest Airlines  Wheelchairs,SWA Wchr,025 DPL,FM,RM,Business
464.700000,469.70000,WPAG964,Temple University,Maintenance and Operations,Temple U Maint,506 DPL,FMN,RM,Schools
464.725000,469.72500,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 7  Medical,Medical,229.1 PL,FM,RM,Business
464.750000,469.75000,,Sports StadiumsArenas Lincoln Financial Field,Security New 2010,Security,233.6 PL,FM,RM,Security
464.750000,469.75000,,Businesses Central Philadelphia Development Corporation Center City District,Center City District Operations See Talkgroups List,CC District,CC 12|TG *|SL *,DMR,RM,Business
464.762500,0.00000,,Sports StadiumsArenas Wells Fargo Center,Parking  Outside Security,Parking/Sec,,DMR,RM,Business
464.812500,0.00000,WQDY324,Businesses Calvary Chapel of Philadelphia,Channel 3,CCOP-CH 3,203.5 PL,FMN,M,Business
464.812500,0.00000,WQDY324,Businesses Calvary Chapel of Philadelphia,Channel 8,CCOP-CH 8,229.1 PL,FMN,M,Business
464.850000,469.85000,WPIG588,Town Watch,Citywide Townwatch Operations,Townwatch 4,,FMN,RM,Security
464.900000,0.00000,WPUX469,Philadelphia Intl Airport Airline Ground Operations,Aircraft Service International Group  Afternoon A Terminal,ASIG Term A,132 DPL,FM,M,Business
464.950000,0.00000, ,  Commpaths,Site 002 Philadelphia,,,NXDN,,TRS
465.737500,0.00000,,Sports StadiumsArenas Wells Fargo Center,Arenavision ,ArenaVision,,DMR,BM,Business
466.025000,0.00000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 8  AudioVideo,Audio/Video,,DMR,M,Business
466.075000,0.00000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 16  Trainers,Trainers,,FM,M,Business
466.075000,0.00000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 10  Swoop,Swoop,,FM,M,Business
466.275000,0.00000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 9  Parking,Parking,,DMR,M,Business
466.325000,0.00000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 10  Upper Concourse and Ramp Security,UC/Ramp Sec,,DMR,M,Security
466.425000,0.00000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 11  Bullpen Security,Bullpen Sec,,DMR,M,Security
466.575000,0.00000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 12  Premium Services,Premium Svcs,,DMR,M,Business
466.712500,0.00000,,Sports StadiumsArenas Citizens Bank Park,Comcast Sportsnet,Sportsnet,,FM,M,Business
466.762500,0.00000,WPKF287,Sports StadiumsArenas Wells Fargo Center,Operations Event Coordination,Event Coord,,DMR,RM,Business
466.862500,0.00000,WPKF287,Sports StadiumsArenas Wells Fargo Center,Operations Event Coordination,Event Coord,,DMR,RM,Business
466.975000,0.00000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 13  Switch Over,Ch 13 T/A,,DMR,M,Business
466.975000,0.00000,WPXS653,Businesses Philadelphia Zoo,Operations,Philly Zoo,CSQ,FM,M,Public Works
467.662500,0.00000,,Sports StadiumsArenas Wells Fargo Center,Flyers,Flyers,,FM,M,Business
467.925000,0.00000,WQBQ282,Saint Joseph University,Unknown Operations Low Power,St. Joe U 4,,FMN,M,Schools
468.300000,0.00000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 14  Switch Over,Ch 14 T/A,,DMR,M,Business
468.425000,0.00000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Ch 15  Switch Over,Ch 15 T/A,,DMR,M,Business
468.600000,0.00000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 8  AudioVideo,Audio/Video,,FM,M,Business
468.612500,0.00000,WQBQ282,Saint Joseph University,Unknown Operations Low Power,St. Joe U 5,,FMN,M,Schools
468.700000,0.00000,WQGL616,Sports StadiumsArenas Citizens Bank Park,Emergency Simplex,Emergency,,DMR,M,Business
468.900000,0.00000,WPKF287,Sports StadiumsArenas Wells Fargo Center,Security  Command Center Direct,Security,,DMR,BM,Security
469.025000,0.00000,WPYC747,Sports StadiumsArenas Lincoln Financial Field,Ch 5  Cheerleaders,Cheerleaders,,FM,M,Business
469.087500,0.00000,WPKF287,Sports StadiumsArenas Wells Fargo Center,Parking Ch 2  Scalper Patrol,Parking 2,,FM,BM,Business
476.050000,0.00000,,Sports StadiumsArenas Wells Fargo Center,Cameramen,Cameramen,,FM,RM,Business
500.387500,503.38750,KCE583,City Services,Parking Authority  Parking EnforcementBoot Squad,PPA Parking,79.7 PL,FM,RM,Law Talk
502.212500,0.00000, ,  Homan Communications,Site 003 Center City,,,NXDN,,TRS
502.687500,505.68750,WPKC901,Southeastern Pennsylvania Transportation Authority SEPTA,Transit Police Dispatch rebroadcasts PPD J Band,SEPTA Police,CSQ,FM,RM,Law Dispatch
502.737500,505.73750,,Southeastern Pennsylvania Transportation Authority SEPTA,City Transit Division  MarketFrankford and Broad Street Line Maintenance,SEPTA MOW,CSQ,FM,RM,Transportation
502.762500,505.76250,KEF776,Southeastern Pennsylvania Transportation Authority SEPTA,City Transit Division  Broad Street Line Subway Dispatch Orange Line,SEPTA BSL,CSQ,FM,RM,Transportation
502.787500,505.78750,WPKC383,Southeastern Pennsylvania Transportation Authority SEPTA,City Transit Division  MarketFrankford Line Elevated Dispatch Blue Line,SEPTA MFL,CSQ,FM,RM,Transportation
502.837500,505.83750,KCE583,City Services,Parking Authority  Tow SquadImpoundment,PPA Tow,79.7 PL,FM,RM,Law Talk
504.137500,0.00000,,Southeastern Pennsylvania Transportation Authority SEPTA,City Transit Division  MarketFrankford Line Yard Ops,SEPTA MFL YD,131.8 PL,FM,M,Transportation
506.337500,0.00000, ,  Fleetcall,Site 003 Philadelphia,,,NXDN,,TRS
506.700000,0.00000, ,  Fleetcall,Site 003 Philadelphia,,,NXDN,,TRS
506.975000,0.00000, ,  Fleetcall,Site 003 Philadelphia,,,NXDN,,TRS
506.987500,509.98750,WII480,University of Pennsylvania,Police Primary old analog dispatch ,UPenn PD 1,203.5 PL,FMN,RM,Law Dispatch
506.987500,509.98750,WII480,University of Pennsylvania,Police Dispatch Encrypted,UPenn PD,CC 10|TG 100|SL 1,DMRE,RM,Law Dispatch
507.262500,510.26250,WII480,University of Pennsylvania,Police Tertiary,UPenn PD 3,,FMN,RM,Law Tac
507.900000,0.00000, ,  Fleetcall,Site 003 Philadelphia,,,NXDN,,TRS
508.212500,511.21250,WIK357,City Services,Housing Authority  Police Dispatch,PHA Police,141.3 PL,FM,RM,Law Dispatch
508.387500,511.38750,KCE583,City Services,Parking Authority  TaxiLimo Enforcement,PPA Inspectn,79.7 PL,FM,RM,Law Talk
508.912500,511.91250,WII480,University of Pennsylvania,Police Secondary Special Events  Operations,UPenn PD 2,203.5 PL,FMN,RM,Law Tac
851.075000,0.00000,WQCH483,Fire Department,North Fireground,PFD FG North,CSQ,FM,M,Fire-Tac
851.100000,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
851.250000,0.00000, ,  Pennsylvania Statewide Radio Network PASTARNet,Site 101091 Philadelphia PHIL91,,,OpenSky,,TRS
851.287500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
851.337500,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
851.362500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
851.587500,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
851.687500,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
851.712500,0.00000,WQCH483,Fire Department,South Fireground,PFD FG South,186.2 PL,FM,M,Fire-Tac
851.787500,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
851.800000,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
851.812500,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
851.837500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
851.850000,0.00000,WQCH483,City Services,City Municipal Tactical 1,Muni Tac 1,CAD NAC,P25,M,Public Works
852.062500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
852.087500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
852.100000,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
852.112500,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
852.225000,0.00000,WQCH483,Fire Department,NorthSouth Fireground Secondary,PFD FG N/S,CSQ,FM,M,Fire-Tac
852.350000,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
852.412500,0.00000,WQCH483,Police Department,Police Tac1,PPD Tac-1,CAD NAC,P25,M,Law Tac
852.437500,0.00000,WQCH483,Police Department,Police Tac2,PPD Tac-2,CAD NAC,P25,M,Law Tac
852.562500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
852.575000,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
852.587500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
852.725000,0.00000, ,  Pennsylvania Statewide Radio Network PASTARNet,Site 101064 Philadelphia PHIL64,,,OpenSky,,TRS
852.812500,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
852.837500,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
852.850000,0.00000,WQCH483,City Services,City Municipal Tactical 2,Muni Tac 2,CAD NAC,P25,M,Public Works
852.862500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
852.912500,0.00000, ,  Pennsylvania Statewide Radio Network PASTARNet,Site 101002 Philadelphia PHIL02,,,OpenSky,,TRS
852.937500,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
852.975000,0.00000, ,  Pennsylvania Statewide Radio Network PASTARNet,Site 101063 Philadelphia PHIL63,,,OpenSky,,TRS
853.050000,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
853.062500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
853.075000,0.00000,WQCH483,City Services,City Municipal Tactical 3,Muni Tac 3,CAD NAC,P25,M,Public Works
853.087500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
853.162500,0.00000, ,  Pennsylvania Statewide Radio Network PASTARNet,Site 101002 Philadelphia PHIL02,,,OpenSky,,TRS
853.275000,0.00000,WQCH483,City Services,Public Property Tac 1,Prop Tac 1,CAD NAC,P25,M,Public Works
853.287500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
853.312500,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
853.337500,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
853.362500,0.00000, ,  Pennsylvania Statewide Radio Network PASTARNet,Site 101062 Philadelphia PHIL62,,,OpenSky,,TRS
853.537500,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
853.550000,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
853.562500,0.00000, ,  Philadelphia,Site 004 Zone 2 Simulcast,,,Project 25,,TRS
853.575000,0.00000, ,  PECO Energy,Site 001 Philadelphia,,,Project 25,,TRS
853.575000,0.00000,WQCH483,City Services,Public Property Tac 2,Prop Tac 2,CAD NAC,P25,M,Public Works
853.587500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
853.662500,0.00000, ,  Pennsylvania Statewide Radio Network PASTARNet,Site 101002 Philadelphia PHIL02,,,OpenSky,,TRS
853.787500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
853.812500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
853.837500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
853.875000,0.00000, ,  Pennsylvania Statewide Radio Network PASTARNet,Site 101601 Philadelphia PHIL601,,,OpenSky,,TRS
854.087500,0.00000, ,  PECO Energy,Site 001 Philadelphia,,,Project 25,,TRS
854.887500,0.00000, ,  PECO Energy,Site 001 Philadelphia,,,Project 25,,TRS
855.787500,810.78750,WNKV367,School District,Alternate School Bus Repeater Backup,PSD ALT Rpt.,734 DPL,FM,RM,Schools
855.887500,0.00000, ,  PECO Energy,Site 001 Philadelphia,,,Project 25,,TRS
855.912500,0.00000, ,  PECO Energy,Site 001 Philadelphia,,,Project 25,,TRS
856.287500,0.00000, ,  American Airlines PHL,Site 001 Confirmed LCN,,,DMR,,TRS
856.662500,0.00000, ,  PECO Energy,Site 001 Philadelphia,,,Project 25,,TRS
856.862500,0.00000, ,  American Airlines PHL,Site 001 Confirmed LCN,,,DMR,,TRS
857.187500,0.00000, ,  PECO Energy,Site 001 Philadelphia,,,Project 25,,TRS
857.287500,0.00000, ,  American Airlines PHL,Site 001 Confirmed LCN,,,DMR,,TRS
857.537500,0.00000, ,  PECO Energy,Site 001 Philadelphia,,,Project 25,,TRS
857.737500,812.73750,WNGE384,Citywide Mutual Aid,Citywide 4,Citywide 4,CSQ,FM,RM,Deprecated
857.737500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
858.187500,0.00000, ,  PECO Energy,Site 001 Philadelphia,,,Project 25,,TRS
858.287500,0.00000, ,  American Airlines PHL,Site 001 Confirmed LCN,,,DMR,,TRS
858.737500,0.00000, ,  Philadelphia,Site 003 Zone 1 Simulcast,,,Project 25,,TRS
858.737500,813.73750,WNGE384,Citywide Mutual Aid,Citywide 3,Citywide 3,CSQ,FM,RM,Deprecated
858.837500,813.83750,WNKV367,School District,Passyunk Base School Bus Repeater,PSD PAS Rpt.,734 DPL,FM,RM,Schools
859.162500,0.00000, ,  PECO Energy,Site 001 Philadelphia,,,Project 25,,TRS
859.287500,0.00000, ,  American Airlines PHL,Site 001 Confirmed LCN,,,DMR,,TRS
859.687500,814.68750,WNLS867,Businesses Durham School Services,Durham School Services  Operations,Durham Bus,532 DPL,FM,RM,Transportation
859.737500,814.73750,WNGE384,Citywide Mutual Aid,Citywide 2,Citywide 2,CSQ,FM,RM,Multi-Talk
859.812500,814.81250,WNKV367,School District,Shallcross Base School Bus Repeater,PSD SHC Rpt.,734 DPL,FM,RM,Schools
860.287500,0.00000, ,  American Airlines PHL,Site 001 Confirmed LCN,,,DMR,,TRS
860.737500,815.73750,WNGE384,Citywide Mutual Aid,Citywide 1,Citywide 1,CSQ,FM,RM,Multi-Talk
860.812500,815.81250,WNKV367,School District,Widener Base School Bus Repeater,PSD WID Rpt.,734 DPL,FM,RM,Schools
860.862500,0.00000, ,  American Airlines PHL,Site 001 Confirmed LCN,,,DMR,,TRS
860.912500,815.91250,WNKV367,School District,Broad Street Base School Bus Repeater,PSD BRD Rpt.,734 DPL,FM,RM,Schools
866.575000,0.00000,WQCH483,Philadelphia Intl Airport Airport Operations,PHL Airport Tactical 1,KPHL Tac 1,N-CAD NAC,FM,M,Public Works
868.975000,0.00000,WQCH483,Philadelphia Intl Airport Airport Operations,PHL Airport Tactical 2,KPHL Tac 2,N-CAD NAC,FM,M,Public Works
927.887500,915.88750,W3SBE,33CM,Philadelphia Broadcast Engineers Amateur Radio Club Roxborough,W3SBE/R,91.5 PL,FMN,RM,Ham
